id_transaccion,id_pedido,id_cliente,fecha,hora,sucursal,producto,categoria,precio_unitario,unidades,medio_pago,clima,promocion_activa,promocion_tipo,calificacion_satisfaccion
720,3548,1217,2026-03-07,8,Heredia,Latte,bebida_caliente,1639,3,efectivo,nublado,0,,
721,3548,1217,2026-03-07,8,Heredia,Tostada de aguacate,snack,2078,1,tarjeta,nublado,0,,
722,6659,2256,2026-03-07,8,Heredia,Te helado,bebida_fria,1279,1,sinpe_movil,nublado,0,,
723,41,15,2026-03-07,8,San Pedro,Frappe,bebida_fria,1907,1,tarjeta,nublado,0,,
724,41,15,2026-03-07,8,San Pedro,Brownie,postre,1757,1,tarjeta,nublado,0,,
725,4029,1394,2026-03-07,9,Cartago,Frappe,bebida_fria,1875,2,sinpe_movil,soleado,1,descuento_10,
726,4029,1394,2026-03-07,9,Cartago,Galleta,postre,851,2,tarjeta,soleado,1,descuento_10,
727,5695,1949,2026-03-07,9,Cartago,Latte,bebida_caliente,1628,2,efectivo,soleado,1,descuento_10,5.0
728,5899,2014,2026-03-07,9,Cartago,Te helado,bebida_fria,1328,1,sinpe_movil,soleado,1,descuento_10,
729,2321,791,2026-03-07,9,Escazu,Cappuccino,bebida_caliente,1787,2,tarjeta,nublado,0,,
730,2321,791,2026-03-07,9,Escazu,Limonada,bebida_fria,1390,1,efectivo,nublado,0,,
731,3760,1298,2026-03-07,9,Escazu,Frappe,bebida_fria,2128,1,tarjeta,nublado,0,,4.0
732,3760,1298,2026-03-07,9,Escazu,Brownie,postre,2006,1,tarjeta,nublado,0,,4.0
733,3760,1298,2026-03-07,9,Escazu,Cheesecake,postre,2338,1,sinpe_movil,nublado,0,,4.0
734,1421,503,2026-03-07,9,Heredia,Cappuccino,bebida_caliente,1580,1,efectivo,nublado,0,,2.0
735,471,175,2026-03-07,9,San Pedro,Frappe,bebida_fria,2002,1,tarjeta,nublado,0,,4.0
736,471,175,2026-03-07,9,San Pedro,Galleta,postre,911,1,sinpe_movil,nublado,0,,4.0
737,1893,658,2026-03-07,9,San Pedro,Cafe americano,bebida_caliente,1146,1,sinpe_movil,nublado,0,,
738,2861,969,2026-03-07,10,Escazu,Limonada,bebida_fria,1446,1,efectivo,nublado,0,,3.0
739,6798,2305,2026-03-07,10,Escazu,Chocolate caliente,bebida_caliente,1772,1,sinpe_movil,nublado,0,,
740,6798,2305,2026-03-07,10,Escazu,Frappe,bebida_fria,2129,1,tarjeta,nublado,0,,
741,950,353,2026-03-07,11,Heredia,Cafe americano,bebida_caliente,1183,1,tarjeta,nublado,0,,
742,950,353,2026-03-07,11,Heredia,Brownie,postre,1728,1,efectivo,nublado,0,,
743,1962,680,2026-03-07,11,Heredia,Limonada,bebida_fria,1249,1,efectivo,nublado,0,,4.0
744,3877,1335,2026-03-07,11,Heredia,Limonada,bebida_fria,1309,1,efectivo,nublado,0,,3.0
745,3877,1335,2026-03-07,11,Heredia,Cheesecake,postre,2119,1,sinpe_movil,nublado,0,,3.0
746,4907,1686,2026-03-07,11,Heredia,Limonada,bebida_fria,1253,1,sinpe_movil,nublado,0,,
747,3129,1072,2026-03-07,11,San Pedro,Te helado,bebida_fria,1476,1,tarjeta,nublado,0,,
748,3129,1072,2026-03-07,11,San Pedro,Frappe,bebida_fria,1943,1,tarjeta,nublado,0,,
749,3129,1072,2026-03-07,11,San Pedro,Brownie,postre,1859,1,tarjeta,nublado,0,,
750,5809,1986,2026-03-07,11,San Pedro,Latte,bebida_caliente,1650,1,efectivo,nublado,0,,
751,2106,719,2026-03-07,12,Cartago,Chocolate caliente,bebida_caliente,1548,4,efectivo,soleado,1,descuento_10,
752,4146,1429,2026-03-07,12,Cartago,Cafe americano,bebida_caliente,1171,2,tarjeta,soleado,1,descuento_10,
753,4146,1429,2026-03-07,12,Cartago,Croissant,postre,1360,1,efectivo,soleado,1,descuento_10,
754,4146,1429,2026-03-07,12,Cartago,Galleta,postre,872,3,tarjeta,soleado,1,descuento_10,
755,4943,1699,2026-03-07,12,Cartago,Cafe americano,bebida_caliente,1110,1,tarjeta,soleado,1,descuento_10,
756,7207,2445,2026-03-07,12,Cartago,Frappe,bebida_fria,1778,3,sinpe_movil,soleado,1,descuento_10,4.0
757,4195,1448,2026-03-07,12,Escazu,Limonada,bebida_fria,1429,1,sinpe_movil,nublado,0,,3.0
758,4195,1448,2026-03-07,12,Escazu,Sandwich,snack,2856,1,efectivo,nublado,0,,3.0
759,4195,1448,2026-03-07,12,Escazu,Chocolate caliente,bebida_caliente,1938,1,efectivo,nublado,0,,3.0
760,7303,2473,2026-03-07,12,Escazu,Limonada,bebida_fria,1480,1,sinpe_movil,nublado,0,,
761,7303,2473,2026-03-07,12,Escazu,Te helado,bebida_fria,1518,1,sinpe_movil,nublado,0,,
762,3948,1365,2026-03-07,12,Heredia,Limonada,bebida_fria,1286,2,tarjeta,nublado,0,,
763,3948,1365,2026-03-07,12,Heredia,Galleta,postre,833,1,tarjeta,nublado,0,,
764,6146,2093,2026-03-07,12,Heredia,Limonada,bebida_fria,1217,1,tarjeta,nublado,0,,3.0
765,6146,2093,2026-03-07,12,Heredia,Cheesecake,postre,2123,1,efectivo,nublado,0,,3.0
766,4392,1505,2026-03-07,13,Cartago,Limonada,bebida_fria,1298,1,tarjeta,soleado,1,descuento_10,3.0
767,4392,1505,2026-03-07,13,Cartago,Chocolate caliente,bebida_caliente,1574,2,tarjeta,soleado,1,descuento_10,3.0
768,2271,777,2026-03-07,13,Heredia,Limonada,bebida_fria,1272,1,tarjeta,nublado,0,,
769,2611,884,2026-03-07,13,Heredia,Latte,bebida_caliente,1610,1,tarjeta,nublado,0,,4.0
770,3723,1290,2026-03-07,13,Heredia,Frappe,bebida_fria,1885,3,tarjeta,nublado,0,,
771,4442,1514,2026-03-07,13,San Pedro,Frappe,bebida_fria,1876,1,tarjeta,nublado,0,,
772,5430,1863,2026-03-07,13,San Pedro,Frappe,bebida_fria,1848,1,tarjeta,nublado,0,,
773,5430,1863,2026-03-07,13,San Pedro,Cappuccino,bebida_caliente,1657,1,sinpe_movil,nublado,0,,
774,3384,1172,2026-03-07,14,Cartago,Cafe americano,bebida_caliente,1151,3,efectivo,soleado,1,descuento_10,5.0
775,3384,1172,2026-03-07,14,Cartago,Croissant,postre,1360,3,tarjeta,soleado,1,descuento_10,5.0
776,2967,998,2026-03-07,14,Heredia,Latte,bebida_caliente,1673,1,efectivo,nublado,0,,
777,5570,1908,2026-03-07,14,Heredia,Cafe americano,bebida_caliente,1202,3,tarjeta,nublado,0,,4.0
778,5570,1908,2026-03-07,14,Heredia,Galleta,postre,876,3,efectivo,nublado,0,,4.0
779,5570,1908,2026-03-07,14,Heredia,Limonada,bebida_fria,1251,1,sinpe_movil,nublado,0,,4.0
780,5378,1841,2026-03-07,14,San Pedro,Te helado,bebida_fria,1343,1,efectivo,nublado,0,,4.0
781,3864,1333,2026-03-07,15,Cartago,Te helado,bebida_fria,1324,2,tarjeta,soleado,1,descuento_10,
782,3188,1094,2026-03-07,15,Escazu,Latte,bebida_caliente,2009,1,tarjeta,nublado,0,,
783,3188,1094,2026-03-07,15,Escazu,Cheesecake,postre,2403,1,tarjeta,nublado,0,,
784,219,80,2026-03-07,15,Heredia,Limonada,bebida_fria,1226,1,tarjeta,nublado,0,,
785,4179,1440,2026-03-07,16,Cartago,Cappuccino,bebida_caliente,1589,2,efectivo,soleado,1,descuento_10,4.0
786,4179,1440,2026-03-07,16,Cartago,Cafe americano,bebida_caliente,1134,2,efectivo,soleado,1,descuento_10,4.0
787,5072,1741,2026-03-07,16,Cartago,Limonada,bebida_fria,1204,1,efectivo,soleado,1,descuento_10,
788,5072,1741,2026-03-07,16,Cartago,Cappuccino,bebida_caliente,1517,4,tarjeta,soleado,1,descuento_10,
789,7004,2376,2026-03-07,16,Cartago,Frappe,bebida_fria,1802,2,sinpe_movil,soleado,1,descuento_10,
790,815,309,2026-03-07,16,Escazu,Latte,bebida_caliente,1879,3,sinpe_movil,nublado,0,,
791,815,309,2026-03-07,16,Escazu,Croissant,postre,1643,1,sinpe_movil,nublado,0,,
792,3622,1240,2026-03-07,16,Escazu,Cafe americano,bebida_caliente,1299,1,sinpe_movil,nublado,0,,
793,3622,1240,2026-03-07,16,Escazu,Tostada de aguacate,snack,2220,1,sinpe_movil,nublado,0,,
794,4418,1507,2026-03-07,16,Heredia,Frappe,bebida_fria,1792,1,efectivo,nublado,0,,
795,3281,1132,2026-03-07,16,San Pedro,Frappe,bebida_fria,1887,1,efectivo,nublado,0,,
796,3281,1132,2026-03-07,16,San Pedro,Tostada de aguacate,snack,2131,1,tarjeta,nublado,0,,
797,5374,1840,2026-03-07,17,Cartago,Limonada,bebida_fria,1214,2,efectivo,soleado,1,descuento_10,
798,5374,1840,2026-03-07,17,Cartago,Brownie,postre,1830,1,efectivo,soleado,1,descuento_10,
799,5374,1840,2026-03-07,17,Cartago,Cafe americano,bebida_caliente,1115,2,efectivo,soleado,1,descuento_10,
800,1043,393,2026-03-07,17,Escazu,Frappe,bebida_fria,2106,1,tarjeta,nublado,0,,2.0
801,2345,797,2026-03-07,17,Escazu,Te helado,bebida_fria,1496,1,efectivo,nublado,0,,
802,1564,550,2026-03-07,18,Cartago,Frappe,bebida_fria,1775,2,tarjeta,soleado,1,descuento_10,
803,3526,1212,2026-03-07,18,Heredia,Limonada,bebida_fria,1259,1,tarjeta,nublado,0,,
804,6853,2322,2026-03-07,18,San Pedro,Cafe americano,bebida_caliente,1256,1,efectivo,nublado,0,,
805,2248,770,2026-03-07,19,Cartago,Te helado,bebida_fria,1349,2,sinpe_movil,soleado,1,descuento_10,
806,2248,770,2026-03-07,19,Cartago,Limonada,bebida_fria,1186,2,sinpe_movil,soleado,1,descuento_10,
807,3798,1314,2026-03-07,19,Cartago,Frappe,bebida_fria,1856,4,efectivo,soleado,1,descuento_10,5.0
808,3798,1314,2026-03-07,19,Cartago,Frappe,bebida_fria,1769,2,efectivo,soleado,1,descuento_10,5.0
809,6628,2246,2026-03-07,19,Cartago,Te helado,bebida_fria,1286,1,tarjeta,soleado,1,descuento_10,
810,6628,2246,2026-03-07,19,Cartago,Croissant,postre,1319,2,tarjeta,soleado,1,descuento_10,
811,6628,2246,2026-03-07,19,Cartago,Te helado,bebida_fria,1259,2,tarjeta,soleado,1,descuento_10,
812,3895,1342,2026-03-07,19,Escazu,Frappe,bebida_fria,2025,1,tarjeta,nublado,0,,3.0
813,3895,1342,2026-03-07,19,Escazu,Cheesecake,postre,2498,1,efectivo,nublado,0,,3.0
814,6187,2108,2026-03-07,19,Escazu,Limonada,bebida_fria,1428,1,efectivo,nublado,0,,
815,6187,2108,2026-03-07,19,Escazu,Galleta,postre,984,1,tarjeta,nublado,0,,
816,4910,1688,2026-03-07,19,Heredia,Latte,bebida_caliente,1650,3,efectivo,nublado,0,,
817,2727,925,2026-03-08,6,Cartago,Cafe americano,bebida_caliente,1136,2,efectivo,nublado,1,combo_postre,
818,4066,1403,2026-03-08,6,Cartago,Frappe,bebida_fria,1751,2,efectivo,nublado,1,combo_postre,
819,4066,1403,2026-03-08,6,Cartago,Tostada de aguacate,snack,1950,2,sinpe_movil,nublado,1,combo_postre,
820,4083,1407,2026-03-08,6,Escazu,Cafe americano,bebida_caliente,1299,1,tarjeta,nublado,0,,
821,4083,1407,2026-03-08,6,Escazu,Tostada de aguacate,snack,2320,1,tarjeta,nublado,0,,
822,148,51,2026-03-08,7,Cartago,Limonada,bebida_fria,1284,2,sinpe_movil,nublado,1,combo_postre,
823,857,322,2026-03-08,7,Cartago,Cafe americano,bebida_caliente,1086,1,tarjeta,nublado,1,combo_postre,
824,6263,2138,2026-03-08,7,Cartago,Cappuccino,bebida_caliente,1517,2,tarjeta,nublado,1,combo_postre,
825,6263,2138,2026-03-08,7,Cartago,Frappe,bebida_fria,1764,1,tarjeta,nublado,1,combo_postre,
826,7605,2566,2026-03-08,7,Escazu,Cappuccino,bebida_caliente,1888,2,sinpe_movil,nublado,0,,
827,4349,1495,2026-03-08,7,San Pedro,Frappe,bebida_fria,1855,1,sinpe_movil,soleado,0,,5.0
828,4349,1495,2026-03-08,7,San Pedro,Galleta,postre,857,1,sinpe_movil,soleado,0,,5.0
829,6533,2209,2026-03-08,7,San Pedro,Latte,bebida_caliente,1679,1,tarjeta,soleado,0,,
830,2294,784,2026-03-08,8,Escazu,Limonada,bebida_fria,1464,1,efectivo,nublado,0,,
831,2294,784,2026-03-08,8,Escazu,Limonada,bebida_fria,1410,1,tarjeta,nublado,0,,
832,2653,899,2026-03-08,8,Escazu,Te helado,bebida_fria,1545,1,tarjeta,nublado,0,,5.0
833,2653,899,2026-03-08,8,Escazu,Limonada,bebida_fria,1502,1,tarjeta,nublado,0,,5.0
834,6896,2333,2026-03-08,8,Escazu,Te helado,bebida_fria,1518,1,sinpe_movil,nublado,0,,
835,2416,819,2026-03-08,8,Heredia,Cappuccino,bebida_caliente,1602,1,tarjeta,lluvioso,0,,
836,4326,1491,2026-03-08,8,Heredia,Frappe,bebida_fria,1820,1,efectivo,lluvioso,0,,1.0
837,3305,1139,2026-03-08,8,San Pedro,Te helado,bebida_fria,1416,1,sinpe_movil,soleado,0,,
838,3305,1139,2026-03-08,8,San Pedro,Limonada,bebida_fria,1310,1,sinpe_movil,soleado,0,,
839,755,284,2026-03-08,9,Cartago,Cappuccino,bebida_caliente,1562,2,sinpe_movil,nublado,1,combo_postre,
840,755,284,2026-03-08,9,Cartago,Croissant,postre,1472,2,tarjeta,nublado,1,combo_postre,
841,1061,397,2026-03-08,9,Cartago,Te helado,bebida_fria,1409,1,efectivo,nublado,1,combo_postre,
842,3540,1216,2026-03-08,9,Cartago,Te helado,bebida_fria,1275,1,efectivo,nublado,1,combo_postre,4.0
843,5401,1854,2026-03-08,9,Cartago,Frappe,bebida_fria,1757,1,tarjeta,nublado,1,combo_postre,
844,5401,1854,2026-03-08,9,Cartago,Frappe,bebida_fria,1931,2,efectivo,nublado,1,combo_postre,
845,3326,1148,2026-03-08,9,Escazu,Frappe,bebida_fria,2106,1,sinpe_movil,nublado,0,,
846,6539,2212,2026-03-08,9,Escazu,Chocolate caliente,bebida_caliente,1839,1,sinpe_movil,nublado,0,,
847,6565,2222,2026-03-08,9,Escazu,Frappe,bebida_fria,2056,1,tarjeta,nublado,0,,
848,6565,2222,2026-03-08,9,Escazu,Galleta,postre,1003,1,sinpe_movil,nublado,0,,
849,6565,2222,2026-03-08,9,Escazu,Sandwich,snack,2742,2,tarjeta,nublado,0,,
850,4379,1502,2026-03-08,9,Heredia,Latte,bebida_caliente,1577,1,tarjeta,lluvioso,0,,3.0
851,4379,1502,2026-03-08,9,Heredia,Galleta,postre,870,1,efectivo,lluvioso,0,,3.0
852,2878,972,2026-03-08,9,San Pedro,Chocolate caliente,bebida_caliente,1736,1,sinpe_movil,soleado,0,,
853,6596,2237,2026-03-08,9,San Pedro,Te helado,bebida_fria,1331,1,sinpe_movil,soleado,0,,
854,6596,2237,2026-03-08,9,San Pedro,Croissant,postre,1456,1,sinpe_movil,soleado,0,,
855,5915,2018,2026-03-08,10,Cartago,Limonada,bebida_fria,1237,2,sinpe_movil,nublado,1,combo_postre,4.0
856,5915,2018,2026-03-08,10,Cartago,Cheesecake,postre,2151,2,tarjeta,nublado,1,combo_postre,4.0
857,4866,1667,2026-03-08,10,Escazu,Limonada,bebida_fria,1466,1,tarjeta,nublado,0,,4.0
858,4866,1667,2026-03-08,10,Escazu,Te helado,bebida_fria,1588,1,sinpe_movil,nublado,0,,4.0
859,660,258,2026-03-08,10,Heredia,Te helado,bebida_fria,1424,3,sinpe_movil,lluvioso,0,,
860,3505,1207,2026-03-08,10,San Pedro,Cappuccino,bebida_caliente,1608,1,tarjeta,soleado,0,,4.0
861,3505,1207,2026-03-08,10,San Pedro,Te helado,bebida_fria,1372,2,sinpe_movil,soleado,0,,4.0
862,6382,2170,2026-03-08,11,Cartago,Cappuccino,bebida_caliente,1650,2,sinpe_movil,nublado,1,combo_postre,
863,6651,2255,2026-03-08,11,Cartago,Frappe,bebida_fria,1801,2,sinpe_movil,nublado,1,combo_postre,
864,873,333,2026-03-08,11,Heredia,Te helado,bebida_fria,1309,1,sinpe_movil,lluvioso,0,,
865,873,333,2026-03-08,11,Heredia,Brownie,postre,1803,1,efectivo,lluvioso,0,,
866,3799,1315,2026-03-08,11,Heredia,Cafe americano,bebida_caliente,1176,1,tarjeta,lluvioso,0,,4.0
867,3799,1315,2026-03-08,11,Heredia,Te helado,bebida_fria,1429,1,tarjeta,lluvioso,0,,4.0
868,4297,1480,2026-03-08,11,San Pedro,Limonada,bebida_fria,1331,1,sinpe_movil,soleado,0,,
869,571,219,2026-03-08,12,Heredia,Chocolate caliente,bebida_caliente,1625,1,sinpe_movil,lluvioso,0,,
870,571,219,2026-03-08,12,Heredia,Cafe americano,bebida_caliente,1159,1,tarjeta,lluvioso,0,,
871,1239,449,2026-03-08,12,Heredia,Te helado,bebida_fria,1400,1,efectivo,lluvioso,0,,
872,1239,449,2026-03-08,12,Heredia,Croissant,postre,1427,1,tarjeta,lluvioso,0,,
873,2460,838,2026-03-08,12,Heredia,Latte,bebida_caliente,1645,1,efectivo,lluvioso,0,,5.0
874,2460,838,2026-03-08,12,Heredia,Sandwich,snack,2391,2,sinpe_movil,lluvioso,0,,5.0
875,3295,1137,2026-03-08,12,Heredia,Frappe,bebida_fria,1771,1,sinpe_movil,lluvioso,0,,4.0
876,3295,1137,2026-03-08,12,Heredia,Tostada de aguacate,snack,1887,1,tarjeta,lluvioso,0,,4.0
877,6255,2136,2026-03-08,12,Heredia,Cafe americano,bebida_caliente,1166,1,efectivo,lluvioso,0,,
878,1464,519,2026-03-08,12,San Pedro,Te helado,bebida_fria,1380,1,sinpe_movil,soleado,0,,
879,2588,877,2026-03-08,12,San Pedro,Te helado,bebida_fria,1311,2,tarjeta,soleado,0,,4.0
880,6248,2130,2026-03-08,12,San Pedro,Limonada,bebida_fria,1256,1,tarjeta,soleado,0,,
881,5937,2025,2026-03-08,13,Cartago,Te helado,bebida_fria,1361,2,efectivo,nublado,1,combo_postre,
882,1406,498,2026-03-08,13,Escazu,Cappuccino,bebida_caliente,1724,1,efectivo,nublado,0,,
883,1698,598,2026-03-08,13,Escazu,Chocolate caliente,bebida_caliente,1730,1,sinpe_movil,nublado,0,,2.0
884,1698,598,2026-03-08,13,Escazu,Frappe,bebida_fria,2012,1,tarjeta,nublado,0,,2.0
885,2870,971,2026-03-08,13,Heredia,Frappe,bebida_fria,1846,1,efectivo,lluvioso,0,,
886,2870,971,2026-03-08,13,Heredia,Sandwich,snack,2440,1,sinpe_movil,lluvioso,0,,
887,824,311,2026-03-08,13,San Pedro,Frappe,bebida_fria,1861,1,sinpe_movil,soleado,0,,
888,1887,656,2026-03-08,13,San Pedro,Frappe,bebida_fria,1892,1,tarjeta,soleado,0,,
889,1887,656,2026-03-08,13,San Pedro,Cheesecake,postre,2241,1,tarjeta,soleado,0,,
890,6828,2311,2026-03-08,13,San Pedro,Te helado,bebida_fria,1446,3,sinpe_movil,soleado,0,,
891,6828,2311,2026-03-08,13,San Pedro,Croissant,postre,1502,1,efectivo,soleado,0,,
892,2182,748,2026-03-08,14,Escazu,Chocolate caliente,bebida_caliente,1820,1,tarjeta,nublado,0,,1.0
893,2694,914,2026-03-08,15,Cartago,Te helado,bebida_fria,1305,1,tarjeta,nublado,1,combo_postre,
894,2694,914,2026-03-08,15,Cartago,Te helado,bebida_fria,1302,1,sinpe_movil,nublado,1,combo_postre,
895,1592,558,2026-03-08,15,Escazu,Te helado,bebida_fria,1469,1,tarjeta,nublado,0,,
896,1592,558,2026-03-08,15,Escazu,Cappuccino,bebida_caliente,1711,1,tarjeta,nublado,0,,
897,501,191,2026-03-08,15,Heredia,Cafe americano,bebida_caliente,1142,1,tarjeta,lluvioso,0,,
898,501,191,2026-03-08,15,Heredia,Te helado,bebida_fria,1349,2,tarjeta,lluvioso,0,,
899,1882,655,2026-03-08,15,San Pedro,Te helado,bebida_fria,1393,1,tarjeta,soleado,0,,4.0
900,2049,701,2026-03-08,15,San Pedro,Te helado,bebida_fria,1411,1,efectivo,soleado,0,,4.0
901,6973,2367,2026-03-08,15,San Pedro,Cafe americano,bebida_caliente,1143,1,sinpe_movil,soleado,0,,
902,3323,1145,2026-03-08,16,Cartago,Te helado,bebida_fria,1338,2,sinpe_movil,nublado,1,combo_postre,
903,6876,2326,2026-03-08,16,Cartago,Te helado,bebida_fria,1301,2,efectivo,nublado,1,combo_postre,
904,6876,2326,2026-03-08,16,Cartago,Tostada de aguacate,snack,1934,3,sinpe_movil,nublado,1,combo_postre,
905,7633,2572,2026-03-08,16,Cartago,Latte,bebida_caliente,1645,1,tarjeta,nublado,1,combo_postre,
906,7689,2590,2026-03-08,16,Cartago,Te helado,bebida_fria,1345,2,sinpe_movil,nublado,1,combo_postre,4.0
907,7689,2590,2026-03-08,16,Cartago,Tostada de aguacate,snack,2083,1,sinpe_movil,nublado,1,combo_postre,4.0
908,779,294,2026-03-08,16,Escazu,Cafe americano,bebida_caliente,1344,1,sinpe_movil,nublado,0,,
909,2436,832,2026-03-08,16,Escazu,Te helado,bebida_fria,1567,1,sinpe_movil,nublado,0,,
910,2797,946,2026-03-08,16,Escazu,Chocolate caliente,bebida_caliente,1875,1,sinpe_movil,nublado,0,,
911,4770,1624,2026-03-08,16,Escazu,Chocolate caliente,bebida_caliente,1894,3,tarjeta,nublado,0,,
912,4770,1624,2026-03-08,16,Escazu,Limonada,bebida_fria,1352,1,sinpe_movil,nublado,0,,
913,4770,1624,2026-03-08,16,Escazu,Latte,bebida_caliente,1851,1,efectivo,nublado,0,,
914,5614,1921,2026-03-08,16,Escazu,Cafe americano,bebida_caliente,1291,1,sinpe_movil,nublado,0,,
915,2188,749,2026-03-08,16,Heredia,Chocolate caliente,bebida_caliente,1663,1,sinpe_movil,lluvioso,0,,
916,4995,1721,2026-03-08,16,Heredia,Limonada,bebida_fria,1253,1,sinpe_movil,lluvioso,0,,
917,4995,1721,2026-03-08,16,Heredia,Sandwich,snack,2301,1,sinpe_movil,lluvioso,0,,
918,5530,1899,2026-03-08,16,Heredia,Limonada,bebida_fria,1208,1,efectivo,lluvioso,0,,
919,5530,1899,2026-03-08,16,Heredia,Croissant,postre,1493,1,tarjeta,lluvioso,0,,
920,4550,1539,2026-03-08,16,San Pedro,Cafe americano,bebida_caliente,1182,3,tarjeta,soleado,0,,
921,1684,593,2026-03-08,17,Cartago,Latte,bebida_caliente,1680,2,sinpe_movil,nublado,1,combo_postre,
922,558,215,2026-03-08,17,Escazu,Frappe,bebida_fria,2050,1,tarjeta,nublado,0,,
923,1438,512,2026-03-08,17,Heredia,Frappe,bebida_fria,1792,1,efectivo,lluvioso,0,,3.0
924,1438,512,2026-03-08,17,Heredia,Limonada,bebida_fria,1275,1,sinpe_movil,lluvioso,0,,3.0
925,5325,1823,2026-03-08,17,Heredia,Frappe,bebida_fria,1893,1,tarjeta,lluvioso,0,,3.0
926,5325,1823,2026-03-08,17,Heredia,Te helado,bebida_fria,1357,1,sinpe_movil,lluvioso,0,,3.0
927,6551,2216,2026-03-08,17,Heredia,Frappe,bebida_fria,1836,2,efectivo,lluvioso,0,,
928,7602,2564,2026-03-08,17,Heredia,Chocolate caliente,bebida_caliente,1530,1,sinpe_movil,lluvioso,0,,
929,7602,2564,2026-03-08,17,Heredia,Tostada de aguacate,snack,2080,1,tarjeta,lluvioso,0,,
930,3330,1149,2026-03-08,17,San Pedro,Te helado,bebida_fria,1403,1,tarjeta,soleado,0,,
931,3906,1348,2026-03-08,17,San Pedro,Te helado,bebida_fria,1447,1,efectivo,soleado,0,,4.0
932,3906,1348,2026-03-08,17,San Pedro,Croissant,postre,1466,1,sinpe_movil,soleado,0,,4.0
933,6067,2071,2026-03-08,17,San Pedro,Latte,bebida_caliente,1721,1,tarjeta,soleado,0,,
934,6537,2211,2026-03-08,17,San Pedro,Frappe,bebida_fria,1969,1,tarjeta,soleado,0,,
935,6537,2211,2026-03-08,17,San Pedro,Cafe americano,bebida_caliente,1198,1,tarjeta,soleado,0,,
936,2631,893,2026-03-08,18,Cartago,Cafe americano,bebida_caliente,1128,4,tarjeta,nublado,1,combo_postre,
937,4986,1719,2026-03-08,18,Cartago,Chocolate caliente,bebida_caliente,1617,2,sinpe_movil,nublado,1,combo_postre,4.0
938,5396,1850,2026-03-08,18,Cartago,Chocolate caliente,bebida_caliente,1536,1,efectivo,nublado,1,combo_postre,
939,5396,1850,2026-03-08,18,Cartago,Croissant,postre,1433,1,tarjeta,nublado,1,combo_postre,
940,1605,564,2026-03-08,18,San Pedro,Frappe,bebida_fria,1902,1,efectivo,soleado,0,,
941,1605,564,2026-03-08,18,San Pedro,Tostada de aguacate,snack,2110,1,tarjeta,soleado,0,,
942,5546,1902,2026-03-08,19,Cartago,Te helado,bebida_fria,1313,3,efectivo,nublado,1,combo_postre,4.0
943,5026,1729,2026-03-08,19,Escazu,Cappuccino,bebida_caliente,1785,1,tarjeta,nublado,0,,
944,5026,1729,2026-03-08,19,Escazu,Limonada,bebida_fria,1432,1,efectivo,nublado,0,,
945,5026,1729,2026-03-08,19,Escazu,Cafe americano,bebida_caliente,1279,2,sinpe_movil,nublado,0,,
946,6178,2104,2026-03-08,19,Heredia,Cafe americano,bebida_caliente,1148,1,tarjeta,lluvioso,0,,
947,6178,2104,2026-03-08,19,Heredia,Brownie,postre,1662,1,tarjeta,lluvioso,0,,
948,6178,2104,2026-03-08,19,Heredia,Cheesecake,postre,2188,1,efectivo,lluvioso,0,,
949,3758,1296,2026-03-09,6,Escazu,Limonada,bebida_fria,1474,1,sinpe_movil,lluvioso,0,,
950,3758,1296,2026-03-09,6,Escazu,Te helado,bebida_fria,1515,1,sinpe_movil,lluvioso,0,,
951,6013,2050,2026-03-09,6,Escazu,Cappuccino,bebida_caliente,1760,1,tarjeta,lluvioso,0,,
952,6013,2050,2026-03-09,6,Escazu,Cheesecake,postre,2431,1,sinpe_movil,lluvioso,0,,
953,6284,2145,2026-03-09,6,Escazu,Cappuccino,bebida_caliente,1763,1,sinpe_movil,lluvioso,0,,
954,6407,2174,2026-03-09,6,Heredia,Cafe americano,bebida_caliente,1139,2,sinpe_movil,soleado,1,descuento_10,4.0
955,7002,2375,2026-03-09,6,Heredia,Frappe,bebida_fria,1790,1,efectivo,soleado,1,descuento_10,
956,996,374,2026-03-09,7,Cartago,Latte,bebida_caliente,1705,1,tarjeta,lluvioso,0,,4.0
957,1229,447,2026-03-09,7,Cartago,Cafe americano,bebida_caliente,1141,3,tarjeta,lluvioso,0,,
958,1229,447,2026-03-09,7,Cartago,Limonada,bebida_fria,1234,1,sinpe_movil,lluvioso,0,,
959,3807,1319,2026-03-09,7,Cartago,Te helado,bebida_fria,1389,1,tarjeta,lluvioso,0,,
960,4236,1464,2026-03-09,7,Cartago,Te helado,bebida_fria,1293,1,sinpe_movil,lluvioso,0,,
961,4236,1464,2026-03-09,7,Cartago,Te helado,bebida_fria,1368,1,efectivo,lluvioso,0,,
962,2623,892,2026-03-09,7,Escazu,Te helado,bebida_fria,1577,1,tarjeta,lluvioso,0,,5.0
963,3973,1374,2026-03-09,7,Escazu,Chocolate caliente,bebida_caliente,1863,1,sinpe_movil,lluvioso,0,,
964,6210,2117,2026-03-09,7,Escazu,Te helado,bebida_fria,1521,2,sinpe_movil,lluvioso,0,,3.0
965,4980,1718,2026-03-09,7,Heredia,Latte,bebida_caliente,1566,1,tarjeta,soleado,1,descuento_10,
966,516,196,2026-03-09,7,San Pedro,Limonada,bebida_fria,1274,2,tarjeta,soleado,1,descuento_10,
